0	0.000000	248.000000
0	0.141360	246.938560
0	0.540640	243.774080
0	1.148240	238.561120
0	1.909600	231.386480
0	2.794960	222.376640
0	3.774560	211.680400
0	4.823600	199.486240
0	5.912320	186.000000
0	7.001040	171.452320
0	8.052560	156.093680
0	9.022240	140.184480
0	9.865440	124.000000
0	10.535040	107.815520
0	10.988880	91.906320
0	11.120320	84.141440
0	11.182320	76.547680
0	11.169920	69.157280
0	11.075680	62.000000
0	10.904560	55.108080
0	10.651600	48.513760
0	10.319280	42.241840
0	9.905120	36.319600
0	9.411600	30.771840
0	8.838720	25.623360
0	8.196400	20.898960
0	7.497040	16.613520
0	6.745600	12.786880
0	5.939600	9.438880
0	5.056720	6.579440
0	4.082080	4.225920
0	3.010720	2.383280
0	1.902160	1.061440
0	0.865520	0.265360
0	0.000000	0.000000
0	-0.865520	0.265360
0	-1.902160	1.061440
0	-3.010720	2.383280
0	-4.082080	4.225920
0	-5.056720	6.579440
0	-5.939600	9.438880
0	-6.745600	12.786880
0	-7.497040	16.613520
0	-8.196400	20.898960
0	-8.838720	25.623360
0	-9.411600	30.771840
0	-9.905120	36.319600
0	-10.319280	42.241840
0	-10.651600	48.513760
0	-10.904560	55.108080
0	-11.075680	62.000000
0	-11.169920	69.157280
0	-11.182320	76.547680
0	-11.120320	84.141440
0	-10.988880	91.906320
0	-10.535040	107.815520
0	-9.865440	124.000000
0	-9.022240	140.184480
0	-8.052560	156.093680
0	-7.001040	171.452320
0	-5.912320	186.000000
0	-4.823600	199.486240
0	-3.774560	211.680400
0	-2.794960	222.376640
0	-1.909600	231.386480
0	-1.148240	238.561120
0	-0.540640	243.774080
0	-0.141360	246.938560
0	0.000000	248.000000
