0	0.390000	300.000000
0	3.420000	285.000000
0	6.240000	270.000000
0	11.250000	240.000000
0	15.540000	210.000000
0	19.080000	180.000000
0	21.720000	150.000000
0	23.400000	120.000000
0	23.640000	90.000000
0	23.010000	75.000000
0	21.780000	60.000000
0	19.830000	45.000000
0	16.890000	30.000000
0	14.880000	22.500000
0	12.390000	15.000000
0	8.970000	7.500000
0	6.450000	3.750000
0	0.000000	0.000000
0	-4.950000	3.750000
0	-6.810000	7.500000
0	-9.030000	15.000000
0	-10.380000	22.500000
0	-11.250000	30.000000
0	-12.300000	45.000000
0	-12.690000	60.000000
0	-12.660000	75.000000
0	-12.360000	90.000000
0	-11.400000	120.000000
0	-10.020000	150.000000
0	-8.280000	180.000000
0	-6.420000	210.000000
0	-4.500000	240.000000
0	-2.460000	270.000000
0	-1.440000	285.000000
0	-0.390000	300.000000
